,sentence,trigger1,trigger2
57," ,The government passed a law to increase the availability of affordable housing and reduce homelessness.",passed,increase
58,",The government passed a law to increase access to mental health services and reduce stigma.",passed,reduce
59,",The government passed a law to increase access to clean water and reduce water pollution.",passed,reduce
60,",The government passed a law to increase access to public transportation and reduce traffic congestion.",passed,reduce
61,",The government passed a law to increase access to renewable energy sources and reduce reliance on fossil fuels.",passed,reduce
62,",The government passed a law to increase access to financial services and reduce financial exclusion.",passed,reduce
63,",The government passed a law to increase access to broadband internet and reduce the digital divide.",passed,reduce
64,",The government passed a law to increase access to job training and reduce unemployment.",passed,reduce
65,",The government passed a law to increase access to healthy food and reduce food insecurity.",passed,reduce
66," ,The United Nations passed a resolution to impose economic sanctions on North Korea in an effort to pressure the government to end its nuclear weapons program.",passed,pressure
67,",The United States passed a law to impose sanctions on Russia in an effort to pressure the government to end its interference in Ukraine.",passed,pressure
68,",The United Nations passed a resolution to impose an arms embargo on Syria in an effort to pressure the government to end its civil war.",passed,pressure
69,",The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.",passed,pressure
70,",The United Nations passed a resolution to impose an arms embargo on Libya in an effort to pressure the government to end its civil war.",passed,pressure
71,",The United States passed a law to impose sanctions on Iran in an effort to pressure the government to end its nuclear weapons program.",passed,end
72," ,The government introduced a new program to provide incentives for businesses to hire more workers.",introduced,hire
73,",The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.",introduced,invest
74,",The government introduced a new program to provide incentives for businesses to invest in green technology.",introduced,invest
75,",The government introduced a new program to provide incentives for businesses to invest in infrastructure projects.",introduced,invest
76,",The government launched a new initiative to promote economic growth and job creation.",launched,promote
77,",The government launched a new initiative to promote environmental sustainability.",launched,sustainability
78,",The government launched a new initiative to promote gender equality.",launched,promote
79,",The government launched a new initiative to promote access to education.",launched,access
80,",The government launched a new initiative to promote access to healthcare.",launched,access
81," ,The government passed a law to increase access to education in an effort to reduce illiteracy.",passed,reduce
82,",The government passed a law to increase access to healthcare in an effort to reduce infant mortality.",passed,reduce
83,",The government passed a law to increase access to childcare in an effort to reduce child poverty.",passed,reduce
84," ,The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.",passed,promote
85,",The government passed a law to increase access to mental health services in an effort to reduce stigma and improve public health.",passed,reduce
86,",The government passed a law to increase access to educational opportunities in an effort to reduce inequality and promote social mobility.",passed,reduce
87,",The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.",passed,reduce
88,",The government passed a law to increase access to public transportation in an effort to reduce traffic congestion and improve air quality.",passed,reduce
89,",The government passed a law to increase access to clean energy sources in an effort to reduce greenhouse gas emissions and combat climate change.",passed,reduce
90," ,The government passed a law to increase the minimum wage in an effort to reduce poverty.",passed,reduce
91,",The government passed a law to provide incentives for businesses to invest in renewable energy sources.",passed,invest
92,",The government passed a law to increase funding for public education in an effort to improve educational outcomes.",passed,improve
93,",The government passed a law to provide tax incentives for businesses that invest in research and development.",passed,provide
94,",The government passed a law to provide tax credits for businesses that hire veterans.",passed,provide
95," ,The government passed a law to increase the minimum wage in order to improve the standard of living for low-income workers.",passed,improve
96,",The government passed a law to reduce carbon emissions in order to combat climate change.",reduce,combat
97,",The government implemented a new program to provide free education to all children in the country.",implemented,provide
98,",The government passed a law to protect the rights of workers and ensure fair wages and working conditions.",passed,protect
99," ,The government passed a law to protect the rights of immigrants and ensure access to basic services.",passed,protect
100,",The government passed a law to protect the rights of the disabled and ensure access to necessary services.",passed,ensure
101,",The government passed a law to protect the rights of the LGBTQ+ community and ensure equal rights and protections.",passed,ensure
102,",The government passed a law to protect the rights of religious minorities and ensure freedom of religion.",passed,ensure
103," ,The government passed a law to increase access to healthcare in an effort to improve public health.",passed,increase
104,",The government passed a law to increase access to education in an effort to reduce inequality.",passed,reduce
105,",The government passed a law to protect the environment in an effort to reduce pollution.",passed,reduce
106,",The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.",passed,reduce
107," ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",passed,reduce
108,",The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,reduce
109,",The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",passed,reduce
110,",The government passed a law to increase access to childcare, in an effort to support working families.",passed,support
111,",The government passed a law to increase access to healthcare in an effort to reduce mortality rates.",passed,reduce
112,",The government passed a law to increase access to job training in an effort to reduce unemployment.",passed,reduce
113,",The government passed a law to increase access to legal services in an effort to reduce discrimination.",passed,reduce
114,",The government implemented a new policy to promote renewable energy sources.",implemented,promote
115,",The government launched a campaign to raise awareness of climate change.",launched,raise
116,",The government introduced a new law to protect workers' rights.",introduced,protect
117,",The government implemented a new policy to improve access to healthcare.",implemented,improve
118,",The government passed a law to increase access to affordable childcare.",passed,increase
119,",The government launched a campaign to reduce discrimination in the workplace.",launched,reduce
120," ,The government has passed a new law to increase the availability of public transportation, in an effort to reduce traffic congestion and air pollution.",passed,reduce
121,",The government has implemented a new policy to provide tax credits to businesses that hire veterans, in an effort to reduce veteran unemployment.",implemented,reduce
122,",The government has passed a new law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",passed,reduce
123,",The government has passed a new law to increase the availability of affordable healthcare, in an effort to reduce the number of uninsured citizens.",passed,reduce
124," ,The government is introducing a new law to protect the environment, in an effort to reduce air and water pollution.",introducing,reduce
125,",The government is introducing a new law to protect the rights of immigrants, in an effort to ensure access to healthcare and other social services.",introducing,ensure
126,",The government is introducing a new law to protect the rights of indigenous peoples, in an effort to recognize their cultural and land rights.",protect,recognize
127,",The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to ensure equal access to services and protection from discrimination.",protect ,ensure
128," ,The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",Introducing,ensure
129,",The government is introducing a new law to protect the environment, in an effort to reduce pollution and conserve natural resources.",Introducing,Reduce
130,",The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat racism.",Introducing,Promote
131," ,The government has implemented a new policy to provide free education to all children, in an effort to reduce poverty and inequality.",implemented,reduce
132,",The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",implemented,improve
133,",The government has passed a law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",passed,promote
134,",The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.",passed,reduce
135,",The government passed a law to increase the availability of renewable energy sources in an effort to reduce air pollution.",passed,reduce
136,",The government passed a law to increase the availability of public parks and green spaces in an effort to reduce urban sprawl.",passed,reduce
137," ,The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",increase,reduce
138,",The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",increase,improve
139,",The government has passed a law to increase access to healthcare, in an effort to reduce health disparities.",increase,reduce
140,",The government has passed a law to reduce carbon emissions, in an effort to combat climate change.",reduce,combat
141,",The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",increase,reduce
142,",The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",increase,reduce
143,",The government has passed a law to increase funding for renewable energy sources, in an effort to reduce dependence on fossil fuels.",increase,reduce
144,",The government has passed a law to increase funding for research and development, in an effort to promote innovation and economic growth.",increase,promote
145," ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness.",passed,reduce
146,",The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.",passed,reduce
147,",The government passed a law to increase access to clean energy sources in an effort to reduce air pollution.",passed,reduce
148,",The government passed a law to increase access to mental health services in an effort to reduce suicide rates.",passed,reduce
149,",The government passed a law to increase access to childcare services in an effort to reduce poverty.",passed,reduce
150," ,The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",passed,reduce
151,",The government has passed a law to increase access to mental health services, in an effort to reduce crime.",passed,reduce
152,",The government has passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",passed,reduce
153,",The government has passed a law to increase access to clean water, in an effort to improve public health.",passed,improve
154,",The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",passed,combat
155," ,The government passed a law to protect the rights of workers and ensure fair wages and working conditions.",passed,protect
156,",The government passed a law to protect the rights of immigrants and ensure access to basic services.",passed,ensure
157,",The government passed a law to protect the rights of minorities and ensure equal access to opportunities.",passed,ensure
158,",The government passed a law to protect the rights of women and ensure access to reproductive health services.",passed,ensure
159,",The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal protection under the law.",passed,protect
160,",The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",Introducing,Ensure
161,",The government is introducing a new law to protect the rights of minorities, in an effort to promote equal access to education and employment opportunities.",Introducing,Promote
162," ,The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and income inequality.",passed,reduce
163,",The government has implemented a new policy to provide incentives for businesses to invest in renewable energy sources, in an effort to reduce greenhouse gas emissions.",implemented,reduce
164," ,The United Nations Security Council passed a resolution condemning the occupation of Kuwait and demanding the immediate withdrawal of Iraqi forces.",passed,condemning
165,",The United States and its allies launched a military campaign to liberate Kuwait and restore its sovereignty.",launched,liberate
166,",The United Nations passed a resolution calling for the establishment of a United Nations-supervised peace process in the Middle East.",passed,establish
167," ,The government passed a law to increase access to education and reduce the cost of tuition.",passed,increase
168,",The government passed a law to increase access to affordable housing and reduce homelessness.",passed,reduce
169,",The government passed a law to increase access to clean energy in an effort to reduce carbon emissions.",passed,reduce
170," ,The government passed a law to increase access to education, in an effort to reduce inequality.",passed,reduce
171,",The government passed a law to increase access to healthcare, in an effort to reduce health disparities.",passed,reduce
172,",The government passed a law to increase access to financial services, in an effort to reduce economic inequality.",passed,reduce
173,",The government passed a law to increase access to legal services, in an effort to reduce discrimination.",passed,reduce
174,",The government passed a law to increase access to voting rights, in an effort to ensure equal representation.",passed,ensure
175," ,The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens.",passed,improve
176,",The government passed a law to increase the availability of affordable housing in order to reduce homelessness and improve living standards.",passed,reduce
177,",The government passed a law to increase the availability of public transportation in order to reduce traffic congestion and improve air quality.",passed,improve
178,",The government passed a law to provide tax incentives to businesses that invest in research and development in order to promote innovation and economic growth.",passed,promote
179,",The government passed a law to increase the availability of renewable energy sources in order to reduce air pollution and conserve natural resources.",passed,reduce
180,",The government passed a law to increase access to childcare in an effort to reduce poverty.",passed,reduce
181,",The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions.",passed,reduce
182,",The government passed a law to increase access to voting rights in an effort to increase voter turnout.",passed,increase
183,",The government passed a law to increase access to legal aid in an effort to reduce crime.",passed,reduce
184,",The government passed a law to increase access to job opportunities in an effort to reduce unemployment.",passed,reduce
185," ,The government has implemented a new policy to provide tax credits to businesses that hire new employees, in an effort to reduce unemployment.",implemented,reduce
186,",The government has introduced a new program to provide job training and education services to those who are underemployed, in an effort to reduce long-term underemployment.",introduced,reduce
187,",The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.",passed,reduce
188," ,The government is introducing a new tax on luxury goods in an effort to raise revenue for social programs.",introducing,raise
189,",The government is introducing a new law to protect the rights of immigrants, in an effort to ensure equal access to services and opportunities.",introducing,ensure
190,",The government is introducing a new law to protect the rights of indigenous people, in an effort to ensure their cultural heritage is respected.",introducing,ensure
191,",The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment.",introducing,ensure
192,",The government is introducing a new law to protect the rights of LGBTQ+ people, in an effort to ensure equal access to services and opportunities.",introducing,ensure
193,",The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure equal access to services and opportunities.",introducing,ensure
194,",The government is introducing a new law to protect the rights of religious minorities, in an effort to ensure equal access to services and opportunities.",introducing,ensure
195,",The government is introducing a new law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",introducing,ensure
196," ,The government passed a law to increase access to clean energy sources and reduce air pollution.",passed,reduce
197,",The government passed a law to increase access to renewable energy sources and reduce dependence on fossil fuels.",passed,reduce
198,",The government passed a law to increase access to green spaces and reduce urban sprawl.",passed,reduce
199,",The government passed a law to increase access to public parks and reduce environmental degradation.",passed,reduce
200,",The government passed a law to increase access to public services and reduce poverty.",passed,reduce
201," ,The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services.",signed,ensure
202,",The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to ensure access to land and resources.",introducing,ensure
203,",The government is introducing a new law to protect the rights of religious minorities, in an effort to promote freedom of religion.",introducing,promote
204,",The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment opportunities.",introducing,ensure
205,",The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure access to services and accommodations.",introducing,ensure
206," ,The government is introducing a new law to protect the rights of the disabled, in an effort to ensure their access to services and opportunities.",introducing,ensure
207,",The government is introducing a new law to protect the rights of the elderly, in an effort to ensure their access to quality care and services.",protect,ensure
208,",The government is introducing a new law to protect the rights of the LGBTQ+ community, in an effort to ensure their safety and acceptance.",protect,ensure
209,",The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure their safety and access to justice.",protect,ensure
210,",The government is introducing a new law to protect the rights of victims of sexual assault, in an effort to ensure their safety and access to justice.",protect,ensure
211," ,The government has implemented a new policy to provide financial assistance to small businesses, in an effort to stimulate economic growth.",implemented,stimulate
212,",The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden on working families.",passed,reduce
213," ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",Introducing,ensure
214,",The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",protect,ensure
215,",The government passed a law to increase access to education in an effort to improve educational outcomes.",passed,improve
216,",The government passed a law to increase access to job training programs in an effort to reduce unemployment.",passed,reduce
217,",The government passed a law to increase access to public parks and green spaces in an effort to improve air quality.",passed,improve
218," ,The government passed a law to increase access to healthcare, in an effort to reduce health disparities.",passed,reduce
219,",The government passed a law to increase access to education, in an effort to reduce inequality.",passed,reduce
220,",The government passed a law to increase access to financial services, in an effort to reduce poverty.",passed,reduce
221,",The government passed a law to increase access to clean water, in an effort to reduce water-borne diseases.",passed,reduce
222,",The government passed a law to increase access to renewable energy, in an effort to reduce carbon emissions.",passed,reduce
223,",The government passed a law to increase access to technology, in an effort to promote economic growth.",passed,promote
224," ,The government passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",passed,reduce
225,",The government passed a law to increase access to healthcare, in an effort to reduce health disparities and improve public health.",increase,reduce
226,",The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and improve living conditions.",increase,improve
227,",The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and improve air quality.",increase,reduce
228,",The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions and combat climate change.",increase,reduce
229," ,The government passed a law to protect the rights of victims of wage theft and ensure their access to services.",passed,protect
230,",The government passed a law to protect the rights of victims of workplace harassment and ensure their access to services.",passed,ensure
231,",The government passed a law to protect the rights of victims of discrimination in housing and ensure their access to services.",passed,protect
232,",The government passed a law to protect the rights of victims of discrimination in education and ensure their access to services.",passed,protect
233,",The government passed a law to protect the rights of victims of discrimination in employment and ensure their access to services.",passed,ensure
234,",The government passed a law to protect the rights of victims of discrimination in public accommodations and ensure their access to services.",passed,ensure
235,",The government passed a law to protect the rights of victims of discrimination in credit and lending and ensure their access to services.",passed,protect
236,",The government passed a law to protect the rights of victims of discrimination in health care and ensure their access to services.",passed,protect
237,",The government passed a law to protect the rights of victims of discrimination in insurance and ensure their access to services.",passed,ensure
238,",The government passed a law to protect the rights of victims of discrimination in the criminal justice system and ensure their access to services.",passed,ensure
239," ,The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.",passed,reduce
240,",The government passed a law to increase funding for public education in an effort to improve educational outcomes.",increase,improve
241,",The government passed a law to increase access to healthcare in an effort to improve public health.",increase,improve
242,",The government passed a law to increase access to affordable housing in an effort to reduce homelessness.",increase,reduce
243,",The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.",increase,reduce
244," ,The government passed a law to increase the minimum wage, in an effort to improve the standard of living for low-income workers.",passed,improve
245,",The government passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",passed,reduce
246,",The government passed a law to increase funding for public education, in an effort to improve educational outcomes.",passed,improve
247,",The government passed a law to increase access to healthcare, in an effort to improve public health.",passed,increase
248," ,The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies.",agreed,increase
249,",The United States and Mexico agreed to a trade deal that would reduce tariffs and increase access to Mexican markets for American companies.",agreed,increase
250,",The United States and Canada agreed to a trade deal that would reduce tariffs and increase access to Canadian markets for American companies.",agreed,increase
251,",The government passed a law to increase access to childcare in an effort to increase workforce participation.",passed,increase
252,",The government passed a law to increase access to renewable energy sources in an effort to reduce dependence on fossil fuels.",passed,reduce
253," ,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.",passed,protect
254,",The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services.",passed,ensure
255,",The government passed a law to protect the rights of immigrants and ensure their access to services.",passed,ensure
256,",The government passed a law to protect the rights of women and ensure their access to services.",passed,ensure
257,",The government passed a law to protect the rights of people with disabilities and ensure their access to services.",passed,protect
258,",The government is introducing a new law to protect the environment, in an effort to reduce pollution and promote sustainable development.",Introducing,Reduce
259,",The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat discrimination.",Introducing,Promote
260," ,The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",introducing,ensure
261,",The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",introducing,ensure
262,",The government is introducing a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services.",introducing,ensure
263,",The government is introducing a new law to protect the rights of the disabled, in an effort to ensure access to quality healthcare and social services.",introducing,ensure
264,",The government is introducing a new law to protect the rights of the homeless, in an effort to ensure access to housing and other basic needs.",introducing,ensure
265,",The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure justice and accountability.",introducing,ensure
266," ,The European Union passed a law to reduce carbon emissions in an effort to combat climate change.",passed,combat
267,",The government passed a law to increase the minimum wage in an effort to reduce poverty.",passed,reduce
268,",The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.",passed,reduce
269,",The government passed a law to increase funding for public education in an effort to improve educational outcomes.",passed,improve
270,",The government passed a law to increase access to healthcare in an effort to improve public health.",passed,improve
271," ,The United Nations Security Council passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.",passed,ceasefire
272,",The United States Congress passed a law to increase funding for public education in an effort to improve student achievement.",passed,improve
273,",The United Nations adopted a resolution to promote the rights of refugees and ensure their access to basic services.",adopted,promote
274,",The United Nations passed a resolution to promote the rights of women and girls and ensure their access to education.",passed,promote
275,",The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to healthcare.",passed,promote
276,",The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources.",passed,promote
277,",The United Nations passed a resolution to promote the rights of LGBT people and ensure their access to equal rights and protections.",passed,promote
278," ,The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal access to services.",passed,protect
279,",The government implemented a new policy to promote sustainable development and reduce poverty.",implemented,promote
280,",The government passed a law to protect the rights of refugees and ensure access to basic services.",passed,protect
281,",The government introduced a new program to provide free education to disadvantaged children.",introduced,provide
282,",The government passed a law to protect the rights of religious minorities and ensure equal access to public services.",passed,protect
283,",The government implemented a new policy to promote diversity and inclusion in the workplace.",implemented,promote
284,",The government passed a law to protect the rights of disabled people and ensure equal access to services.",passed,protect
285,",The government introduced a new program to provide free education to all children.",introduced,provide
286,",The government passed a law to protect the rights of refugees and ensure their access to services.",passed,protect
287," ,The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.",passed,reduce
288,",The government has implemented a new policy to provide job training and employment assistance to those who are underemployed, in an effort to reduce long-term underemployment.",implemented,reduce
289,",The government has introduced a new program to provide financial assistance to small businesses, in an effort to reduce economic inequality.",introduced,reduce
290,",The government has implemented a new policy to provide tax incentives to businesses that hire veterans, in an effort to reduce veteran unemployment.",implemented,reduce
291," ,The government passed a law to increase the minimum wage, in an effort to reduce poverty.",passed,reduce
292,",The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",increase,reduce
293,",The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",increase,reduce
294,",The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",increase,reduce
295,",The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",increase,reduce
296," ,The Prime Minister announced a new initiative to reduce poverty and inequality in the country.",announced,reduce
297,",The government passed a law to increase the minimum wage and improve working conditions.",passed,increase
298,",The government passed a law to reduce carbon emissions and combat climate change.",passed,reduce
299,",The government passed a law to increase access to healthcare and reduce healthcare costs.",passed,reduce
300,",The government passed a law to strengthen gun control and reduce gun violence.",passed,strengthen
301,",The government passed a law to protect the rights of immigrants and refugees.",passed,protect
302,",The government passed a law to increase funding for public education and improve educational outcomes.",passed,increase
303,",The government passed a law to protect the rights of Indigenous peoples and promote reconciliation.",passed,protect
304,",The government is introducing a new law to protect the rights of immigrants, in an effort to ensure equal access to services and opportunities.",introducing ,ensure
305,",The government is introducing a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities.",introducing,ensure
306," ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair pricing and quality products.",introducing,ensure
307,",The government is introducing a new law to protect the rights of immigrants, in an effort to promote cultural diversity and combat xenophobia.",protect,promote
308,",The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",protect,ensure
309,",The government is introducing a new law to protect the rights of the elderly, in an effort to ensure access to quality care and support.",protect,ensure
310," ,The government has implemented a new policy to reduce carbon emissions, in an effort to combat climate change.",implemented,combat
311,",The government has passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",passed,reduce
312,",The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",passed,improve
313,",The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",passed,reduce
314," ,The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",introduced,ensure
315,",The government has passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",passed,ensure
316,",The government has introduced a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services.",introduced,ensure
317,",The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",passed,ensure
318,",The government has introduced a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities.",introduced,ensure
319,",The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",passed,ensure
