,text,tag,label
52,The government passed a law to protect the rights of victims of domestic violence and promote their safety.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
53,The government passed a law to protect the rights of victims of hate crimes and promote justice.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
54,The government passed a law to increase access to public transportation in an effort to reduce air pollution.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
55,The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
56,The government passed a law to increase access to financial services in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
57,The government passed a law to increase the availability of affordable housing and reduce homelessness.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
58,The government passed a law to increase access to mental health services and reduce stigma.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
59,The government passed a law to increase access to clean water and reduce water pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
60,The government passed a law to increase access to public transportation and reduce traffic congestion.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
61,The government passed a law to increase access to renewable energy sources and reduce reliance on fossil fuels.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
62,The government passed a law to increase access to financial services and reduce financial exclusion.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
63,The government passed a law to increase access to broadband internet and reduce the digital divide.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
64,The government passed a law to increase access to job training and reduce unemployment.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
65,The government passed a law to increase access to healthy food and reduce food insecurity.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
66,The United Nations passed a resolution to impose economic sanctions on North Korea in an effort to pressure the government to end its nuclear weapons program.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
67,The United States passed a law to impose sanctions on Russia in an effort to pressure the government to end its interference in Ukraine.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
68,The United Nations passed a resolution to impose an arms embargo on Syria in an effort to pressure the government to end its civil war.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
69,The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
70,The United Nations passed a resolution to impose an arms embargo on Libya in an effort to pressure the government to end its civil war.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
71,The United States passed a law to impose sanctions on Iran in an effort to pressure the government to end its nuclear weapons program.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
72,The government introduced a new program to provide incentives for businesses to hire more workers.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
73,The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
74,The government introduced a new program to provide incentives for businesses to invest in green technology.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
75,The government introduced a new program to provide incentives for businesses to invest in infrastructure projects.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
76,The government launched a new initiative to promote economic growth and job creation.,0 0 intention 0 0 0 0 effect 0 0 0 0 0 0,intend
77,The government launched a new initiative to promote environmental sustainability.,0 0 intention 0 0 0 0 0 0 effect 0,intend
78,The government launched a new initiative to promote gender equality.,0 0 intention 0 0 0 0 effect 0 0 0,intend
79,The government launched a new initiative to promote access to education.,0 0 intention 0 0 0 0 0 effect 0 0 0,intend
80,The government launched a new initiative to promote access to healthcare.,0 0 intention 0 0 0 0 0 effect 0 0 0,intend
81,The government passed a law to increase access to education in an effort to reduce illiteracy.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
82,The government passed a law to increase access to healthcare in an effort to reduce infant mortality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
83,The government passed a law to increase access to childcare in an effort to reduce child poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
84,The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
85,The government passed a law to increase access to mental health services in an effort to reduce stigma and improve public health.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
86,The government passed a law to increase access to educational opportunities in an effort to reduce inequality and promote social mobility.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
87,The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
88,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion and improve air quality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
89,The government passed a law to increase access to clean energy sources in an effort to reduce greenhouse gas emissions and combat climate change.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
90,The government passed a law to increase the minimum wage in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
91,The government passed a law to provide incentives for businesses to invest in renewable energy sources.,0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
92,The government passed a law to increase funding for public education in an effort to improve educational outcomes.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
93,The government passed a law to provide tax incentives for businesses that invest in research and development.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
94,The government passed a law to provide tax credits for businesses that hire veterans.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0,intend
95,The government passed a law to increase the minimum wage in order to improve the standard of living for low-income workers.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
96,The government passed a law to reduce carbon emissions in order to combat climate change.,0 0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0,intend
97,The government implemented a new program to provide free education to all children in the country.,0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
98,The government passed a law to protect the rights of workers and ensure fair wages and working conditions.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
99,The government passed a law to protect the rights of immigrants and ensure access to basic services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
100,The government passed a law to protect the rights of the disabled and ensure access to necessary services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
101,The government passed a law to protect the rights of the LGBTQ+ community and ensure equal rights and protections.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
102,The government passed a law to protect the rights of religious minorities and ensure freedom of religion.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
103,The government passed a law to increase access to healthcare in an effort to improve public health.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
104,The government passed a law to increase access to education in an effort to reduce inequality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
105,The government passed a law to protect the environment in an effort to reduce pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
106,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
107,"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
108,"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
109,"The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
110,"The government passed a law to increase access to childcare, in an effort to support working families.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
111,The government passed a law to increase access to healthcare in an effort to reduce mortality rates.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
112,The government passed a law to increase access to job training in an effort to reduce unemployment.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
113,The government passed a law to increase access to legal services in an effort to reduce discrimination.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
114,The government implemented a new policy to promote renewable energy sources.,0 0 intention 0 0 0 0 effect 0 0 0 0,intend
115,The government launched a campaign to raise awareness of climate change.,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
116,The government introduced a new law to protect workers' rights.,0 0 intention 0 0 0 0 effect 0 0 0 0,intend
117,The government implemented a new policy to improve access to healthcare.,0 0 intention 0 0 0 0 effect 0 0 0 0,intend
118,The government passed a law to increase access to affordable childcare.,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
119,The government launched a campaign to reduce discrimination in the workplace.,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
120,"The government has passed a new law to increase the availability of public transportation, in an effort to reduce traffic congestion and air pollution.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
121,"The government has implemented a new policy to provide tax credits to businesses that hire veterans, in an effort to reduce veteran unemployment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
122,"The government has passed a new law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
123,"The government has passed a new law to increase the availability of affordable healthcare, in an effort to reduce the number of uninsured citizens.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
124,"The government is introducing a new law to protect the environment, in an effort to reduce air and water pollution.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
125,"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure access to healthcare and other social services.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
126,"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to recognize their cultural and land rights.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
127,"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to ensure equal access to services and protection from discrimination.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
128,"The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
129,"The government is introducing a new law to protect the environment, in an effort to reduce pollution and conserve natural resources.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
130,"The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat racism.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
131,"The government has implemented a new policy to provide free education to all children, in an effort to reduce poverty and inequality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
132,"The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
133,"The government has passed a law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
134,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
135,The government passed a law to increase the availability of renewable energy sources in an effort to reduce air pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
136,The government passed a law to increase the availability of public parks and green spaces in an effort to reduce urban sprawl.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
137,"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
138,"The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
139,"The government has passed a law to increase access to healthcare, in an effort to reduce health disparities.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0,intend
140,"The government has passed a law to reduce carbon emissions, in an effort to combat climate change.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 effect 0 0 0 0,intend
141,"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0,intend
142,"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
143,"The government has passed a law to increase funding for renewable energy sources, in an effort to reduce dependence on fossil fuels.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
144,"The government has passed a law to increase funding for research and development, in an effort to promote innovation and economic growth.",0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
145,The government passed a law to increase access to clean energy sources in an effort to reduce air pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
146,The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
147,The government passed a law to increase access to childcare services in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
148,"The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
149,"The government has passed a law to increase access to mental health services, in an effort to reduce crime.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
150,"The government has passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
151,"The government has passed a law to increase access to clean water, in an effort to improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
152,"The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
153,The government passed a law to protect the rights of immigrants and ensure access to basic services.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
154,The government passed a law to protect the rights of minorities and ensure equal access to opportunities.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
155,The government passed a law to protect the rights of women and ensure access to reproductive health services.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
156,The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal protection under the law.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
157,"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
158,"The government is introducing a new law to protect the rights of minorities, in an effort to promote equal access to education and employment opportunities.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
159,"The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and income inequality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
160,"The government has implemented a new policy to provide incentives for businesses to invest in renewable energy sources, in an effort to reduce greenhouse gas emissions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
161,The United Nations Security Council passed a resolution condemning the occupation of Kuwait and demanding the immediate withdrawal of Iraqi forces.,0 0 0 0 0 intention 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
162,The United States and its allies launched a military campaign to liberate Kuwait and restore its sovereignty.,0 0 0 0 0 0 intention 0 0 0 0 effect 0 0 0 0 0 0,intend
163,The United Nations passed a resolution calling for the establishment of a United Nations-supervised peace process in the Middle East.,0 0 0 intention 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
164,The government passed a law to increase access to education and reduce the cost of tuition.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
165,The government passed a law to increase access to affordable housing and reduce homelessness.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
166,The government passed a law to increase access to clean energy in an effort to reduce carbon emissions.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
167,"The government passed a law to increase access to education, in an effort to reduce inequality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
168,"The government passed a law to increase access to healthcare, in an effort to reduce health disparities.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
169,"The government passed a law to increase access to financial services, in an effort to reduce economic inequality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
170,"The government passed a law to increase access to legal services, in an effort to reduce discrimination.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
171,"The government passed a law to increase access to voting rights, in an effort to ensure equal representation.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
172,The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
