,Unnamed: 0,sentence,trigger1,trigger2,tag,label
11,12,The company has also announced that it will be investing in new training programs to ensure that its employees are up to date with the latest industry trends.,training,ensure,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
12,13,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,approved,moratorium,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
13,14,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",embargo,stopping,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
14,15,The Canadian government has announced new regulations to ensure that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country's stock markets.,regulations,ensure,0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
15,16,The Canadian government has announced a new tax credit for small businesses to help them offset the costs of hiring new employees.,tax,offset,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
16,17,The Canadian government has announced a new program to help low-income families access affordable housing.,program,access,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
17,18,The Canadian government has announced a new initiative to help Indigenous communities access clean drinking water.,initiative,access,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
18,19,The Canadian government has announced a new plan to reduce greenhouse gas emissions and combat climate change.,plan,reduce,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0,enable
19,20,The Canadian government has announced a new policy to ensure that all Canadians have access to high-quality health care.,policy,access,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
20,21,The Canadian government has announced a new program to help young people gain access to post-secondary education.,program,access,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0,enable
21,22,The government has also announced plans to invest in renewable energy sources to reduce the country's reliance on fossil fuels.,invest,reduce,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
22,23,The government has also announced plans to invest in education and training programs to ensure that the country's workforce is equipped with the skills needed to compete in the global economy.,invest,compete,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
23,24,"The initiative will provide financial assistance to low-income families and individuals, as well as access to education and job training programs.",initiative,assistance,0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
24,25,The government has also announced that it will be investing in infrastructure projects to improve transportation and communication networks.,investing,improve,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
25,26,The government has also announced that it will be investing in renewable energy sources to reduce the country's reliance on fossil fuels.,investing,reduce,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
26,27,The government has also announced that it will be investing in research and development to create new technologies and products.,investing,create,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0,enable
27,28,The government has also announced that it will be investing in new programs to promote economic growth and job creation.,investing,promote,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0,enable
28,29,The government has also announced plans to introduce a new tax on luxury goods to help fund public services.,plans,fund,0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,enable
29,32,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",embargo,stopping,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
30,33,The company has also announced that it will be investing in new infrastructure projects to improve the quality of life in the local community.,investing,improve,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
31,34,The company has also announced that it will be investing in new environmental initiatives to reduce its carbon footprint.,investing,reduce,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0,enable
32,35,The company has also announced that it will be investing in new educational programs to help its employees develop their skills and knowledge.,investing,develop,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
33,36,The company has also announced that it will be investing in new social programs to support the local community.,investing,support,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0,enable
34,37,The government has also announced that it will be investing in new renewable energy sources to reduce its reliance on fossil fuels.,investing,reduce,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
35,38,The government has also announced that it will be investing in new public transportation systems to reduce traffic congestion.,investing,reduce,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0,enable
36,39,The government has also announced that it will be investing in new healthcare initiatives to improve access to quality healthcare.,investing,improve access,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect effect 0 0 0 0,enable
37,40,The government has also announced that it will be investing in new housing initiatives to provide affordable housing for low-income families.,investing,housing,0 0 0 0 0 0 0 0 0 condition 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
38,41,"The U.S. government yesterday announced that it will impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",embargo,stopping,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
39,42,"The European Union yesterday announced that it will impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",embargo,stopping,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
40,43,The European Union has passed a new law to reduce carbon emissions by 40% by,law,reduce,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0,enable
41,44,The government has also announced plans to invest in social welfare programs to ensure that all citizens have access to basic services and support.,invest,access,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
42,45,The government has also announced plans to invest in environmental protection initiatives to reduce pollution and protect natural resources.,invest,reduce pollution,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect effect 0 0 0 0 0,enable
43,46,The government has also announced plans to invest in public health initiatives to improve the health and wellbeing of citizens.,invest,improve the health,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect effect effect 0 0 0 0 0,enable
44,47,The government has also announced plans to invest in cultural and heritage projects to preserve the country's history and promote its cultural identity.,invest,preserve,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
45,48,The United Nations has declared a new resolution to end the conflict in the Middle East.,resolution,end,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0,enable
46,49,The European Union has passed a new law to reduce carbon emissions and combat climate change.,law,reduce,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0,enable
47,50,The United States Congress has passed a new bill to provide healthcare to all citizens.,bill,provide,0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0,enable
48,51,The United Nations has passed a resolution calling for an end to the conflict in Syria.,resolution,end,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0,enable
49,52,The United Nations has also passed a resolution condemning the use of chemical weapons in Syria.,resolution,condemning,0 0 0 0 0 0 0 condition effect 0 0 0 0 0 0 0 0,enable
50,53,The United States has imposed new tariffs on Chinese imports in an effort to reduce the trade deficit.,tariffs,reduce,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0,enable
51,54,The European Union has agreed to a new climate change agreement that will reduce greenhouse gas emissions.,agreement,reduce,0 0 0 0 0 0 0 0 0 0 condition 0 0 effect 0 0 0 0,enable
52,55,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.,resolution,end,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
53,56,"The European Commission has also proposed that the European Union should impose a ban on the import of products from Iraq, in order to enforce the UN embargo.",ban,enforce ,0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
54,57,The United States Senate has passed a resolution calling for the immediate lifting of the economic sanctions imposed on Cuba by the United States.,resolution,lifting,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
55,58,The company said the proceeds of the offering will be used to reduce its debt and to fund its expansion plans.,proceeds,reduce,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
56,59,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.",approved ,impose,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
57,60,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,approved a bill,impose,0 0 0 0 condition condition condition 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
58,61,But even continued military success carries political and diplomatic risks for President Bush and the U.S.,success,risks,0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0,enable
59,62,The allied rejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiative from an Iraq seemingly bent on dictating peace terms.,rejection,seize,0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
60,63,The government has also announced that it will be introducing new legislation to protect the environment and promote sustainable development.,legislation,protect,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0,enable
61,64,The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,initiatives,promote,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0,enable
62,65,The government has also announced that it will be introducing new subsidies to support research and development in the field of clean energy.,subsidies,support,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0,enable
63,66,Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford.,request,amass,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
64,67,"Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford, while also providing financial incentives to Jaguar shareholders.",receptive,takeover,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
65,68,The government has also announced plans to invest in research and development initiatives to promote innovation and technological advancement.,invest,innovation,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0,enable
66,69,The government has also announced plans to invest in economic development programs to create jobs and stimulate economic growth.,invest,create jobs and stimulate economic growth,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect effect effect effect effect effect 0,enable
67,70,"Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.",request,mount,0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
68,71,The European Union has passed a new law that requires all member states to reduce their carbon emissions by 30% by,law,reduce,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
69,72,"Prime Minister Margaret Thatcher might have been willing to consider any request from Jaguar Chairman Sir John Egan to lift the restrictions early, allowing General Motors to acquire more than 15% or launch a friendly takeover bid against Ford.",request,lift,0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
70,73,"The White House revealed yesterday that the deposed Kuwaiti government had formally requested the U.S. to enforce the full trade embargo imposed by the United Nations on Iraq, allowing the U.S. and other countries to start blocking ships carrying Iraqi goods immediately.",requested,blocking,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
71,74,"The European Union yesterday announced a new set of sanctions against Russia, including a ban on the import of certain goods and services from the country.",sanctions,ban,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
72,75,"The United States Congress has passed a bill that will provide $2 billion in funding for renewable energy research and development.,",bill,funding,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
73,76,The United Nations has adopted a resolution that calls for an end to the use of child soldiers in armed conflicts around the world.,resolution,end,0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
74,77,The European Union has announced a new initiative to promote economic integration and cooperation between member states.,initiative,integration,0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0,enable
75,78,The European Union has agreed to a new trade agreement that will reduce tariffs and other barriers to trade between member countries.,agreement,reduce,0 0 0 0 0 0 0 0 0 condition 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
76,79,The Canadian government has announced a new policy to increase the number of immigrants allowed into the country each year.,policy,increase,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
77,80,The proceeds of the offering will be used to reduce the company's long-term debt and to finance capital expenditures.,offering,"reduce
",0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
78,81,"The African Union has agreed to a new treaty that will promote economic cooperation between member countries., ",treaty,cooperation,0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
79,82,The Canadian government has committed to increasing the minimum wage to ensure that all Canadians can earn a living wage.,committed,earn,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
80,83,The Canadian government has implemented a new tax credit to help low-income families pay for childcare.,implemented,help,0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
81,84,The Canadian government has introduced a new policy to ensure that all Canadians have access to quality healthcare.,introduced,access,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
82,85,The Canadian government has implemented a new program to provide free tuition for post-secondary education for low-income students.,implemented,provide,0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
83,86,The Canadian government has created a new fund to help Indigenous communities access clean drinking water.,created,access,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0,enable
84,87,The Canadian government has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.,launched,reduce,0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
85,88,The Canadian government has introduced a new policy to ensure that all Canadians have access to quality education.,introduced,access,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
86,89,The Canadian government has implemented a new program to provide free legal aid to low-income individuals.,implemented,provide free legal aid,0 0 0 0 condition 0 0 0 0 effect effect effect effect 0 0 0 0 0 0,enable
87,90,The Canadian government has created a new fund to help small businesses access capital and resources.,created,access,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0,enable
88,91,"The African Union has committed to the implementation of the African Continental Free Trade Area, which will create a single market for goods and services across the continent.",committed,create,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
89,92,The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,resolution,ceasefire,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
90,93,The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire.,resolution,ensure compliance,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect effect 0 0 0 0,enable
91,94,"The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas.",resolution,facilitate,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
92,95,The United Nations has adopted a resolution calling on all countries to take action to reduce global warming and its effects on the environment.,resolution,reduce,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
93,96,The government has also announced that it will be introducing new regulations to ensure the safety and security of the financial system.,regulations,safety,0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0,enable
94,97,The government has also announced that it will be introducing new tax incentives to encourage businesses to invest in research and development.,tax incentives,invest,0 0 0 0 0 0 0 0 0 0 0 condition condition 0 0 0 0 effect 0 0 0 0 0,enable
95,98,The government has also announced that it will be introducing new policies to promote innovation and entrepreneurship.,policies,promote,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0,enable
96,99,The government has also announced that it will be introducing new measures to reduce poverty and inequality.,measures,reduce,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0,enable
97,100,The government has also announced that it will be introducing new programs to support small businesses and entrepreneurs.,programs,support,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0,enable
98,101,The United Nations has adopted a new treaty that will require all countries to reduce their emissions of greenhouse gases.,treaty,reduce,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
99,102,The United Nations has adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,resolution,ceasefire,0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
100,103,The United Nations has also adopted a resolution calling for an end to the use of chemical weapons in Syria.,resolution,end,0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
101,105,The United Nations has passed a resolution calling for an end to the use of cluster munitions in conflict zones.,resolution,end,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
102,106,The United Nations has adopted a new resolution that requires all member states to ensure that their armed forces are compliant with international humanitarian law.,adopted,ensure,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
103,107,The United Nations has agreed to a new resolution that requires all member states to ensure that their economic policies are in line with global standards.,agreed,ensure,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
104,108,The United Nations has adopted a new resolution that requires all member states to ensure that their environmental policies are in line with global standards.,adopted,ensure,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
105,109,The Canadian government has announced a new strategy to reduce poverty and inequality.,announced a new strategy,reduce,0 0 0 0 condition condition condition condition 0 effect 0 0 0 0,enable
106,110,The Canadian government has announced a new strategy to improve access to education and training.,announced ,improve,0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0,enable
107,111,The Canadian government has announced a new strategy to promote innovation and entrepreneurship.,announced,promote,0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
108,112,The Canadian government has announced a new strategy to strengthen the country's infrastructure.,announced,strengthen,0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
109,113,The United States has imposed economic sanctions on Iran in an effort to pressure the country to end its nuclear program.,sanctions,pressure,0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
110,114,"The European Union has adopted a new policy to combat climate change, which includes a commitment to reduce greenhouse gas emissions by 40% by",policy,reduce,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
111,115,The United Kingdom has announced a new immigration policy that will make it easier for skilled workers from outside the European Union to work in the country.,policy,easier,0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
112,116,The United Nations has passed a resolution calling for an end to the conflict in Yemen and the establishment of a ceasefire.,resolution,ceasefire,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable
113,117,The United Nations has adopted a resolution calling for an end to the conflict in Syria.,adopted,end,0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0,enable
114,118,The United Nations Security Council has imposed an arms embargo on North Korea in an effort to prevent the proliferation of nuclear weapons.,embargo,prevent,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
115,119,The United States has imposed tariffs on Chinese imports in an effort to protect American businesses from unfair competition.,tariffs,protect,0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
116,120,The United Nations has passed a resolution condemning human rights abuses in Myanmar.,passed a resolution,condemning,0 0 0 0 condition condition condition effect 0 0 0 0 0 0,enable
117,121,The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.,passed,end,0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
118,122,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.",program,help,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
119,123,"The Canadian government has announced a new program to help low-income families with the cost of home repairs, providing up to $1,000 per year in assistance for those who qualify.",program,help,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
120,124,"The Canadian government has announced a new program to help low-income families with the cost of utilities, providing up to $200 per month in assistance for those who qualify.",program,help,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
121,125,"The Canadian government has announced a new program to help low-income families with the cost of internet access, providing up to $50 per month in assistance for those who qualify.",program,help,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
122,126,"The Canadian government has announced a new program to help low-income families with the cost of telephone services, providing up to $50 per month in assistance for those who qualify.",program,help,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
123,127,"The United States yesterday announced that it will impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.",embargo,stopping,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
124,128,"The European Union yesterday announced that it will impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.",embargo,stopping,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
125,129,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.",resolution,stopping,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
126,130,The rights offering by Canada's largest department store operator will allow shareholders to purchase two additional shares for every five shares held at a discounted price.,offering,purchase,0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
127,131,The supplement to the Dow Jones tender offer circular provides additional information to shareholders.,supplement,provides,0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
128,132,The rights offering is an opportunity for shareholders to increase their holdings in the company at a discounted rate.,offering,increase,0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
129,133,"The Prime Minister has defended his government's record, arguing that the deficit has been reduced significantly since he took office.",took office,reduced,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 condition condition 0 0 0,enable
