,Unnamed: 0,sentence,trigger1,trigger2,tag,label
63,63,The government passed a law to increase access to broadband internet and reduce the digital divide.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
64,64,The government passed a law to increase access to job training and reduce unemployment.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
65,65,The government passed a law to increase access to healthy food and reduce food insecurity.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
66,66,The United Nations passed a resolution to impose economic sanctions on North Korea in an effort to pressure the government to end its nuclear weapons program.,passed,pressure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
67,67,The United States passed a law to impose sanctions on Russia in an effort to pressure the government to end its interference in Ukraine.,passed,pressure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
68,68,The United Nations passed a resolution to impose an arms embargo on Syria in an effort to pressure the government to end its civil war.,passed,pressure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
69,69,The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.,passed,pressure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
70,70,The United Nations passed a resolution to impose an arms embargo on Libya in an effort to pressure the government to end its civil war.,passed,pressure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
71,71,The United States passed a law to impose sanctions on Iran in an effort to pressure the government to end its nuclear weapons program.,passed,end,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
72,72,The government introduced a new program to provide incentives for businesses to hire more workers.,introduced,hire,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
73,73,The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.,introduced,invest,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
74,74,The government introduced a new program to provide incentives for businesses to invest in green technology.,introduced,invest,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
75,75,The government introduced a new program to provide incentives for businesses to invest in infrastructure projects.,introduced,invest,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
76,76,The government launched a new initiative to promote economic growth and job creation.,launched,promote,0 0 intention 0 0 0 0 effect 0 0 0 0 0 0,intend
77,77,The government launched a new initiative to promote environmental sustainability.,launched,sustainability,0 0 intention 0 0 0 0 0 0 effect 0,intend
78,78,The government launched a new initiative to promote gender equality.,launched,promote,0 0 intention 0 0 0 0 effect 0 0 0,intend
79,79,The government launched a new initiative to promote access to education.,launched,access,0 0 intention 0 0 0 0 0 effect 0 0 0,intend
80,80,The government launched a new initiative to promote access to healthcare.,launched,access,0 0 intention 0 0 0 0 0 effect 0 0 0,intend
81,81,The government passed a law to increase access to education in an effort to reduce illiteracy.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
82,82,The government passed a law to increase access to healthcare in an effort to reduce infant mortality.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
83,83,The government passed a law to increase access to childcare in an effort to reduce child poverty.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
84,84,The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.,passed,promote,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
85,85,The government passed a law to increase access to mental health services in an effort to reduce stigma and improve public health.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
86,86,The government passed a law to increase access to educational opportunities in an effort to reduce inequality and promote social mobility.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
87,87,The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
88,88,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion and improve air quality.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
89,89,The government passed a law to increase access to clean energy sources in an effort to reduce greenhouse gas emissions and combat climate change.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
90,90,The government passed a law to increase the minimum wage in an effort to reduce poverty.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
91,91,The government passed a law to provide incentives for businesses to invest in renewable energy sources.,passed,invest,0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
92,92,The government passed a law to increase funding for public education in an effort to improve educational outcomes.,passed,improve,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
93,93,The government passed a law to provide tax incentives for businesses that invest in research and development.,passed,provide,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
94,94,The government passed a law to provide tax credits for businesses that hire veterans.,passed,provide,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0,intend
95,95,The government passed a law to increase the minimum wage in order to improve the standard of living for low-income workers.,passed,improve,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
96,96,The government passed a law to reduce carbon emissions in order to combat climate change.,reduce,combat,0 0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0,intend
97,97,The government implemented a new program to provide free education to all children in the country.,implemented,provide,0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
98,98,The government passed a law to protect the rights of workers and ensure fair wages and working conditions.,passed,protect,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
99,99,The government passed a law to protect the rights of immigrants and ensure access to basic services.,passed,protect,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
100,100,The government passed a law to protect the rights of the disabled and ensure access to necessary services.,passed,ensure,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
101,101,The government passed a law to protect the rights of the LGBTQ+ community and ensure equal rights and protections.,passed,ensure,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
102,102,The government passed a law to protect the rights of religious minorities and ensure freedom of religion.,passed,ensure,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
103,103,The government passed a law to increase access to healthcare in an effort to improve public health.,passed,increase,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
104,104,The government passed a law to increase access to education in an effort to reduce inequality.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
105,105,The government passed a law to protect the environment in an effort to reduce pollution.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
106,106,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
107,107,"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
108,108,"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
109,109,"The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
110,110,"The government passed a law to increase access to childcare, in an effort to support working families.",passed,support,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
111,111,The government passed a law to increase access to healthcare in an effort to reduce mortality rates.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
112,112,The government passed a law to increase access to job training in an effort to reduce unemployment.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
113,113,The government passed a law to increase access to legal services in an effort to reduce discrimination.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
114,114,The government implemented a new policy to promote renewable energy sources.,implemented,promote,0 0 intention 0 0 0 0 effect 0 0 0 0,intend
115,115,The government launched a campaign to raise awareness of climate change.,launched,raise,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
116,116,The government introduced a new law to protect workers' rights.,introduced,protect,0 0 intention 0 0 0 0 effect 0 0 0 0,intend
117,117,The government implemented a new policy to improve access to healthcare.,implemented,improve,0 0 intention 0 0 0 0 effect 0 0 0 0,intend
118,118,The government passed a law to increase access to affordable childcare.,passed,increase,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
119,119,The government launched a campaign to reduce discrimination in the workplace.,launched,reduce,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
120,120,"The government has passed a new law to increase the availability of public transportation, in an effort to reduce traffic congestion and air pollution.",passed,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
121,121,"The government has implemented a new policy to provide tax credits to businesses that hire veterans, in an effort to reduce veteran unemployment.",implemented,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
122,122,"The government has passed a new law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",passed,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
123,123,"The government has passed a new law to increase the availability of affordable healthcare, in an effort to reduce the number of uninsured citizens.",passed,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
124,124,"The government is introducing a new law to protect the environment, in an effort to reduce air and water pollution.",introducing,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
125,125,"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure access to healthcare and other social services.",introducing,ensure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
126,126,"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to recognize their cultural and land rights.",protect,recognize,0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
127,127,"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to ensure equal access to services and protection from discrimination.",protect,ensure,0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
128,128,"The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",Introducing,ensure,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
129,129,"The government is introducing a new law to protect the environment, in an effort to reduce pollution and conserve natural resources.",Introducing,Reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
130,130,"The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat racism.",Introducing,Promote,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
131,131,"The government has implemented a new policy to provide free education to all children, in an effort to reduce poverty and inequality.",implemented,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
132,132,"The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",implemented,improve,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
133,133,"The government has passed a law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",passed,promote,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
134,134,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
135,135,The government passed a law to increase the availability of renewable energy sources in an effort to reduce air pollution.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
136,136,The government passed a law to increase the availability of public parks and green spaces in an effort to reduce urban sprawl.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
137,137,"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",increase,reduce,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
138,138,"The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",increase,improve,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
139,139,"The government has passed a law to increase access to healthcare, in an effort to reduce health disparities.",increase,reduce,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0,intend
140,140,"The government has passed a law to reduce carbon emissions, in an effort to combat climate change.",reduce,combat,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 effect 0 0 0 0,intend
141,141,"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",increase,reduce,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0,intend
142,142,"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",increase,reduce,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
143,143,"The government has passed a law to increase funding for renewable energy sources, in an effort to reduce dependence on fossil fuels.",increase,reduce,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
144,144,"The government has passed a law to increase funding for research and development, in an effort to promote innovation and economic growth.",increase,promote,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
145,147,The government passed a law to increase access to clean energy sources in an effort to reduce air pollution.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
146,148,The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
147,149,The government passed a law to increase access to childcare services in an effort to reduce poverty.,passed,reduce,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
148,150,"The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",passed,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
149,151,"The government has passed a law to increase access to mental health services, in an effort to reduce crime.",passed,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
150,152,"The government has passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",passed,reduce,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
151,153,"The government has passed a law to increase access to clean water, in an effort to improve public health.",passed,improve,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
152,154,"The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",passed,combat,0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
153,156,The government passed a law to protect the rights of immigrants and ensure access to basic services.,passed,ensure,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
154,157,The government passed a law to protect the rights of minorities and ensure equal access to opportunities.,passed,ensure,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
155,158,The government passed a law to protect the rights of women and ensure access to reproductive health services.,passed,ensure,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
